,Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
43299,43299,The Brains,Enjoy the Silence,2kL439jP9YGWZ6hdGDDE6l,31,2012,punk,0.419,0.985,10,-4.113,0,0.166,0.00257,0.0282,0.176,0.504,160.089,129040,4
43300,43300,Green Day,"Sex, Drugs & Violence",1osH4kjtpHSWSkVhqCUMMF,34,2012,punk,0.475,0.99,4,-3.497,1,0.0709,0.000554,5.97e-05,0.0985,0.837,171.023,211947,4
43301,43301,Calabrese,The Dead Don't Rise,5gxxxvByTxQCTtxXrxIaCI,29,2012,punk,0.324,0.975,2,-4.5,0,0.11,0.00318,0.0015,0.197,0.104,108.981,170680,4
43302,43302,The Toasters,2Tone Army,6KFXNbClXf6IHzx8S1HmGJ,33,2012,punk,0.651,0.923,7,-6.843,1,0.0504,0.0262,0.00533,0.259,0.967,165.767,197040,4
43303,43303,Green Day,Loss of Control,4iFlW5tgeMNmqgSRryiGEx,33,2012,punk,0.522,0.988,2,-3.142,1,0.0831,0.0034,0.0,0.0826,0.58,181.926,187827,4
43304,43304,All Time Low,"So Long, And Thanks For All The Booze",3muBuOStkfMS3rD6b8aCtX,31,2012,punk,0.428,0.983,1,-3.741,1,0.089,3.41e-05,0.000346,0.239,0.639,174.998,189375,4
43305,43305,Green Day,Angel Blue,4Rce7Dk3rYxcAbpRUvGPmV,34,2012,punk,0.481,0.98,4,-3.069,1,0.0727,0.000612,9.71e-05,0.109,0.822,187.072,166747,4
43306,43306,NOFX,Ronnie & Mags,3CbPsxgJB53v51wWqcY6oD,32,2012,punk,0.573,0.965,7,-3.278,1,0.0447,0.000525,0.0,0.3,0.922,101.552,129213,4
43307,43307,The Mahones,Shakespeare Road,2MyuAAucfZ6fzvwfXiImjj,31,2012,punk,0.2,0.959,7,-4.307,1,0.133,0.000564,0.0,0.134,0.312,167.439,317093,4
43308,43308,Reel Big Fish,Don't Let Me Down Gently,4HRD1Sp7ADA0mN0ZaH2i3y,28,2012,punk,0.722,0.827,7,-1.859,1,0.0375,0.171,0.0,0.0951,0.964,125.076,145280,4
43309,43309,The Stanfields,The Boston States,1DiOLtWt8AxfkUnPQ6S2IR,30,2012,punk,0.473,0.976,7,-3.776,1,0.0506,0.00067,4.81e-06,0.332,0.559,130.979,264773,4
43310,43310,Waterparks,Bones of '92,2xyCQwZszCrp4HHFj4pd3S,27,2012,punk,0.196,0.876,0,-3.584,1,0.0603,0.127,7.27e-06,0.206,0.439,195.019,237538,4
43311,43311,Green Day,8th Avenue Serenade,6k0EBmrgzvpyigEHGYtQiK,33,2012,punk,0.457,0.972,2,-3.241,1,0.0568,0.000313,0.000157,0.337,0.718,170.929,156653,4
43312,43312,Green Day,Nightlife,6dnA4O3oyJsrZhQZaJhvf2,34,2012,punk,0.69,0.835,2,-4.875,1,0.0359,0.000689,0.0,0.24,0.715,95.001,184987,4
43313,43313,Green Day,Rusty James,1ncTtTXXPjW58hxGXFR2eS,33,2012,punk,0.492,0.955,4,-3.545,1,0.04,0.0002,3.59e-06,0.136,0.795,169.967,249253,4
43314,43314,Billy Talent,Hanging by a Thread,5ppD89JXBTzfY7WBzojzHg,24,2012,punk,0.516,0.925,2,-4.85,1,0.0669,0.000706,0.0,0.291,0.725,157.983,233483,4
43315,43315,Suburban Legends,Just Can't Wait to Be King,3pi3VvuRe3ZrI7w1P34PQn,29,2012,punk,0.462,0.901,2,-5.493,1,0.238,0.126,0.0,0.0883,0.741,199.99,174500,4
43316,43316,David Byrne,I Should Watch TV,73x5UqtgSk3nOzdK4KMAtL,29,2012,punk,0.659,0.843,1,-6.468,1,0.19,0.147,0.0209,0.146,0.628,78.973,188653,4
43317,43317,Math The Band,Four to Six,0WJ1XF6JNYGWKcf3xtWQKd,28,2012,punk,0.406,0.856,9,-4.909,1,0.047,1.42e-05,0.614,0.252,0.365,104.965,142987,4
43318,43318,Neck Deep,I Couldn't Wait To Leave 6 Months Ago,4EBfjODcPLX1y2lRfYlQoV,30,2012,punk,0.225,0.932,9,-3.709,0,0.152,1.27e-05,0.786,0.0829,0.516,182.073,142091,4
43319,43319,Nouvelle Phénomène,All Away,6yBNaWiOCwZky4IbdEuquS,37,2012,punk,0.766,0.432,9,-14.108,0,0.0315,0.257,0.0419,0.252,0.368,121.964,263000,4
